GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD4BE001,NAME_M,AD4BM001
"G42049","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42049",,,,,,,"ZCTA5 42049",0.3748,"ZCTA5 42049",0.0595
"G42050","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42050",,,,,,,"ZCTA5 42050",0.5039,"ZCTA5 42050",0.0333
"G42051","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42051",,,,,,,"ZCTA5 42051",0.3996,"ZCTA5 42051",0.0462
"G42053","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42053",,,,,,,"ZCTA5 42053",0.5669,"ZCTA5 42053",0.1768
"G42054","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42054",,,,,,,"ZCTA5 42054",0.3204,"ZCTA5 42054",0.0995
"G42055","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42055",,,,,,,"ZCTA5 42055",0.4165,"ZCTA5 42055",0.0638
"G42056","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42056",,,,,,,"ZCTA5 42056",0.4520,"ZCTA5 42056",0.0410
"G42058","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42058",,,,,,,"ZCTA5 42058",0.4008,"ZCTA5 42058",0.0717
"G42060","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42060",,,,,,,"ZCTA5 42060",0.0931,"ZCTA5 42060",0.0557
"G42061","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42061",,,,,,,"ZCTA5 42061",0.4843,"ZCTA5 42061",0.2875
"G42064","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42064",,,,,,,"ZCTA5 42064",0.4605,"ZCTA5 42064",0.0282
"G42066","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42066",,,,,,,"ZCTA5 42066",0.4506,"ZCTA5 42066",0.0207
"G42069","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42069",,,,,,,"ZCTA5 42069",0.3294,"ZCTA5 42069",0.0864
"G42071","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42071",,,,,,,"ZCTA5 42071",0.5028,"ZCTA5 42071",0.0203
"G42076","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42076",,,,,,,"ZCTA5 42076",0.4419,"ZCTA5 42076",0.0793
"G42078","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42078",,,,,,,"ZCTA5 42078",0.5026,"ZCTA5 42078",0.0719
"G42079","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42079",,,,,,,"ZCTA5 42079",0.3975,"ZCTA5 42079",0.0513
"G42081","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42081",,,,,,,"ZCTA5 42081",0.4168,"ZCTA5 42081",0.0395
"G42082","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42082",,,,,,,"ZCTA5 42082",0.4032,"ZCTA5 42082",0.0640
"G42083","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42083",,,,,,,"ZCTA5 42083",0.3551,"ZCTA5 42083",0.1250
"G42084","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42084",,,,,,,"ZCTA5 42084",0.3613,"ZCTA5 42084",0.1214
"G42085","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42085",,,,,,,"ZCTA5 42085",0.4033,"ZCTA5 42085",0.0571
"G42086","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42086",,,,,,,"ZCTA5 42086",0.4529,"ZCTA5 42086",0.1298
"G42087","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42087",,,,,,,"ZCTA5 42087",0.4172,"ZCTA5 42087",0.0483
"G42088","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42088",,,,,,,"ZCTA5 42088",0.3907,"ZCTA5 42088",0.0590
"G42101","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42101",,,,,,,"ZCTA5 42101",0.4354,"ZCTA5 42101",0.0173
"G42102","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42102",,,,,,,"ZCTA5 42102",0.1115,"ZCTA5 42102",0.0507
"G42103","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42103",,,,,,,"ZCTA5 42103",0.4795,"ZCTA5 42103",0.0368
"G42104","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42104",,,,,,,"ZCTA5 42104",0.4710,"ZCTA5 42104",0.0323
"G42120","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42120",,,,,,,"ZCTA5 42120",0.4469,"ZCTA5 42120",0.1080
"G42122","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42122",,,,,,,"ZCTA5 42122",0.3242,"ZCTA5 42122",0.0363
"G42123","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42123",,,,,,,"ZCTA5 42123",0.4232,"ZCTA5 42123",0.0794
"G42124","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42124",,,,,,,"ZCTA5 42124",0.4142,"ZCTA5 42124",0.3350
"G42127","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42127",,,,,,,"ZCTA5 42127",0.4658,"ZCTA5 42127",0.0364
"G42129","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42129",,,,,,,"ZCTA5 42129",0.4493,"ZCTA5 42129",0.0393
"G42130","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42130",,,,,,,"ZCTA5 42130",0.2757,"ZCTA5 42130",0.1249
"G42133","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42133",,,,,,,"ZCTA5 42133",0.4283,"ZCTA5 42133",0.0423
"G42134","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42134",,,,,,,"ZCTA5 42134",0.4243,"ZCTA5 42134",0.0225
"G42140","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42140",,,,,,,"ZCTA5 42140",0.4641,"ZCTA5 42140",0.0640
"G42141","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42141",,,,,,,"ZCTA5 42141",0.4514,"ZCTA5 42141",0.0221
"G42151","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42151",,,,,,,"ZCTA5 42151",0.4903,"ZCTA5 42151",0.2648
"G42153","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42153",,,,,,,"ZCTA5 42153",0.4410,"ZCTA5 42153",0.1017
"G42154","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42154",,,,,,,"ZCTA5 42154",0.3505,"ZCTA5 42154",0.0753
"G42156","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42156",,,,,,,"ZCTA5 42156",0.3397,"ZCTA5 42156",0.0975
"G42157","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42157",,,,,,,"ZCTA5 42157",0.2622,"ZCTA5 42157",0.0450
"G42159","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42159",,,,,,,"ZCTA5 42159",0.3486,"ZCTA5 42159",0.0452
"G42160","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42160",,,,,,,"ZCTA5 42160",0.3737,"ZCTA5 42160",0.0665
"G42163","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42163",,,,,,,"ZCTA5 42163",0.2934,"ZCTA5 42163",0.2710
"G42164","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42164",,,,,,,"ZCTA5 42164",0.4351,"ZCTA5 42164",0.0229
"G42166","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42166",,,,,,,"ZCTA5 42166",0.3934,"ZCTA5 42166",0.0424
"G42167","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42167",,,,,,,"ZCTA5 42167",0.4644,"ZCTA5 42167",0.0304
"G42170","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42170",,,,,,,"ZCTA5 42170",0.3394,"ZCTA5 42170",0.0550
"G42171","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42171",,,,,,,"ZCTA5 42171",0.3785,"ZCTA5 42171",0.0276
"G42202","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42202",,,,,,,"ZCTA5 42202",0.3938,"ZCTA5 42202",0.0391
"G42204","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42204",,,,,,,"ZCTA5 42204",0.3861,"ZCTA5 42204",0.0899
"G42206","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42206",,,,,,,"ZCTA5 42206",0.3777,"ZCTA5 42206",0.0357
"G42207","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42207",,,,,,,"ZCTA5 42207",0.4355,"ZCTA5 42207",0.0819
"G42210","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42210",,,,,,,"ZCTA5 42210",0.4306,"ZCTA5 42210",0.0315
"G42211","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42211",,,,,,,"ZCTA5 42211",0.4638,"ZCTA5 42211",0.0479
"G42214","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42214",,,,,,,"ZCTA5 42214",0.4246,"ZCTA5 42214",0.0952
"G42215","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42215",,,,,,,"ZCTA5 42215",0.5044,"ZCTA5 42215",0.0937
"G42217","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42217",,,,,,,"ZCTA5 42217",0.3755,"ZCTA5 42217",0.0318
"G42220","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42220",,,,,,,"ZCTA5 42220",0.4014,"ZCTA5 42220",0.0341
"G42223","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42223",,,,,,,"ZCTA5 42223",0.3647,"ZCTA5 42223",0.0310
"G42232","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42232",,,,,,,"ZCTA5 42232",0.3016,"ZCTA5 42232",0.1391
"G42234","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42234",,,,,,,"ZCTA5 42234",0.4782,"ZCTA5 42234",0.0553
"G42236","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42236",,,,,,,"ZCTA5 42236",0.4378,"ZCTA5 42236",0.0753
"G42240","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42240",,,,,,,"ZCTA5 42240",0.4798,"ZCTA5 42240",0.0244
"G42254","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42254",,,,,,,"ZCTA5 42254",0.3475,"ZCTA5 42254",0.1122
"G42256","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42256",,,,,,,"ZCTA5 42256",0.3932,"ZCTA5 42256",0.0314
"G42259","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42259",,,,,,,"ZCTA5 42259",0.4858,"ZCTA5 42259",0.1896
"G42261","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42261",,,,,,,"ZCTA5 42261",0.4510,"ZCTA5 42261",0.0220
"G42262","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42262",,,,,,,"ZCTA5 42262",0.3346,"ZCTA5 42262",0.0464
"G42265","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42265",,,,,,,"ZCTA5 42265",0.4781,"ZCTA5 42265",0.0855
"G42266","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42266",,,,,,,"ZCTA5 42266",0.4009,"ZCTA5 42266",0.0400
"G42273","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42273",,,,,,,"ZCTA5 42273",0.2999,"ZCTA5 42273",0.0551
"G42274","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42274",,,,,,,"ZCTA5 42274",0.3717,"ZCTA5 42274",0.0607
"G42275","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42275",,,,,,,"ZCTA5 42275",0.4580,"ZCTA5 42275",0.0862
"G42276","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42276",,,,,,,"ZCTA5 42276",0.4400,"ZCTA5 42276",0.0244
"G42280","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42280",,,,,,,"ZCTA5 42280",0.3556,"ZCTA5 42280",0.0689
"G42285","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42285",,,,,,,"ZCTA5 42285",0.3934,"ZCTA5 42285",0.1456
"G42286","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42286",,,,,,,"ZCTA5 42286",0.3716,"ZCTA5 42286",0.0467
"G42301","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42301",,,,,,,"ZCTA5 42301",0.4381,"ZCTA5 42301",0.0139
"G42303","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42303",,,,,,,"ZCTA5 42303",0.4554,"ZCTA5 42303",0.0165
"G42320","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42320",,,,,,,"ZCTA5 42320",0.4318,"ZCTA5 42320",0.0502
"G42321","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42321",,,,,,,"ZCTA5 42321",0.3376,"ZCTA5 42321",0.1398
"G42322","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42322",,,,,,,"ZCTA5 42322",,"ZCTA5 42322",
"G42323","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42323",,,,,,,"ZCTA5 42323",0.4217,"ZCTA5 42323",0.0673
"G42324","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42324",,,,,,,"ZCTA5 42324",0.4012,"ZCTA5 42324",0.0555
"G42325","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42325",,,,,,,"ZCTA5 42325",0.3956,"ZCTA5 42325",0.0608
"G42326","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42326",,,,,,,"ZCTA5 42326",0.4919,"ZCTA5 42326",0.0853
"G42327","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42327",,,,,,,"ZCTA5 42327",0.4185,"ZCTA5 42327",0.0313
"G42328","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42328",,,,,,,"ZCTA5 42328",0.3619,"ZCTA5 42328",0.0397
"G42330","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42330",,,,,,,"ZCTA5 42330",0.4469,"ZCTA5 42330",0.0301
"G42332","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42332",,,,,,,"ZCTA5 42332",0.4816,"ZCTA5 42332",0.2080
"G42333","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42333",,,,,,,"ZCTA5 42333",0.4526,"ZCTA5 42333",0.0835
"G42337","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42337",,,,,,,"ZCTA5 42337",0.4252,"ZCTA5 42337",0.0484
"G42338","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42338",,,,,,,"ZCTA5 42338",0.2195,"ZCTA5 42338",0.1534
"G42339","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42339",,,,,,,"ZCTA5 42339",0.3689,"ZCTA5 42339",0.0409
"G42343","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42343",,,,,,,"ZCTA5 42343",0.5012,"ZCTA5 42343",0.0826
"G42344","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42344",,,,,,,"ZCTA5 42344",0.4184,"ZCTA5 42344",0.1095
"G42345","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42345",,,,,,,"ZCTA5 42345",0.4170,"ZCTA5 42345",0.0243
"G42347","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42347",,,,,,,"ZCTA5 42347",0.4953,"ZCTA5 42347",0.0702
"G42348","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42348",,,,,,,"ZCTA5 42348",0.3901,"ZCTA5 42348",0.0294
"G42349","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42349",,,,,,,"ZCTA5 42349",0.3991,"ZCTA5 42349",0.0658
"G42350","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42350",,,,,,,"ZCTA5 42350",0.3785,"ZCTA5 42350",0.0552
"G42351","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42351",,,,,,,"ZCTA5 42351",0.4231,"ZCTA5 42351",0.0633
"G42352","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42352",,,,,,,"ZCTA5 42352",0.4032,"ZCTA5 42352",0.0423
"G42354","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42354",,,,,,,"ZCTA5 42354",0.4053,"ZCTA5 42354",0.0722
"G42355","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42355",,,,,,,"ZCTA5 42355",0.3479,"ZCTA5 42355",0.0415
"G42356","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42356",,,,,,,"ZCTA5 42356",,"ZCTA5 42356",
"G42361","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42361",,,,,,,"ZCTA5 42361",0.3645,"ZCTA5 42361",0.0576
"G42366","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42366",,,,,,,"ZCTA5 42366",0.3670,"ZCTA5 42366",0.0350
"G42367","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42367",,,,,,,"ZCTA5 42367",0.3998,"ZCTA5 42367",0.0593
"G42368","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42368",,,,,,,"ZCTA5 42368",0.3529,"ZCTA5 42368",0.0598
"G42369","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42369",,,,,,,"ZCTA5 42369",0.4163,"ZCTA5 42369",0.0636
"G42370","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42370",,,,,,,"ZCTA5 42370",,"ZCTA5 42370",
"G42371","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42371",,,,,,,"ZCTA5 42371",0.3739,"ZCTA5 42371",0.0600
"G42372","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42372",,,,,,,"ZCTA5 42372",0.3879,"ZCTA5 42372",0.0365
"G42374","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42374",,,,,,,"ZCTA5 42374",0.3240,"ZCTA5 42374",0.1471
"G42376","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42376",,,,,,,"ZCTA5 42376",0.3820,"ZCTA5 42376",0.0340
"G42378","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42378",,,,,,,"ZCTA5 42378",0.3515,"ZCTA5 42378",0.0371
"G42404","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42404",,,,,,,"ZCTA5 42404",0.3839,"ZCTA5 42404",0.0359
"G42406","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42406",,,,,,,"ZCTA5 42406",0.3766,"ZCTA5 42406",0.0464
"G42408","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42408",,,,,,,"ZCTA5 42408",0.4856,"ZCTA5 42408",0.0600
"G42409","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42409",,,,,,,"ZCTA5 42409",0.4439,"ZCTA5 42409",0.0711
"G42410","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42410",,,,,,,"ZCTA5 42410",0.4615,"ZCTA5 42410",0.0572
"G42411","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42411",,,,,,,"ZCTA5 42411",0.4270,"ZCTA5 42411",0.0406
"G42413","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42413",,,,,,,"ZCTA5 42413",0.3517,"ZCTA5 42413",0.0454
"G42420","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42420",,,,,,,"ZCTA5 42420",0.4581,"ZCTA5 42420",0.0205
"G42431","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42431",,,,,,,"ZCTA5 42431",0.4379,"ZCTA5 42431",0.0194
"G42436","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42436",,,,,,,"ZCTA5 42436",0.3955,"ZCTA5 42436",0.0557
"G42437","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42437",,,,,,,"ZCTA5 42437",0.4359,"ZCTA5 42437",0.0270
"G42440","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42440",,,,,,,"ZCTA5 42440",0.4292,"ZCTA5 42440",0.0435
"G42441","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42441",,,,,,,"ZCTA5 42441",0.3774,"ZCTA5 42441",0.0477
"G42442","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42442",,,,,,,"ZCTA5 42442",0.4121,"ZCTA5 42442",0.0329
"G42445","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42445",,,,,,,"ZCTA5 42445",0.4369,"ZCTA5 42445",0.0387
"G42450","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42450",,,,,,,"ZCTA5 42450",0.4402,"ZCTA5 42450",0.0322
"G42451","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42451",,,,,,,"ZCTA5 42451",0.4390,"ZCTA5 42451",0.1396
"G42452","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42452",,,,,,,"ZCTA5 42452",0.3147,"ZCTA5 42452",0.0359
"G42453","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42453",,,,,,,"ZCTA5 42453",0.3677,"ZCTA5 42453",0.0594
"G42455","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42455",,,,,,,"ZCTA5 42455",0.4123,"ZCTA5 42455",0.0382
"G42456","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42456",,,,,,,"ZCTA5 42456",0.3942,"ZCTA5 42456",0.0389
"G42458","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42458",,,,,,,"ZCTA5 42458",0.3458,"ZCTA5 42458",0.0711
"G42459","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42459",,,,,,,"ZCTA5 42459",0.4473,"ZCTA5 42459",0.0314
"G42461","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42461",,,,,,,"ZCTA5 42461",0.4550,"ZCTA5 42461",0.0566
"G42462","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42462",,,,,,,"ZCTA5 42462",0.4168,"ZCTA5 42462",0.0752
"G42463","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42463",,,,,,,"ZCTA5 42463",0.4917,"ZCTA5 42463",0.1398
"G42464","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42464",,,,,,,"ZCTA5 42464",0.4684,"ZCTA5 42464",0.0522
"G42501","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42501",,,,,,,"ZCTA5 42501",0.4963,"ZCTA5 42501",0.0284
"G42503","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42503",,,,,,,"ZCTA5 42503",0.4609,"ZCTA5 42503",0.0272
"G42516","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42516",,,,,,,"ZCTA5 42516",0.3833,"ZCTA5 42516",0.0755
"G42518","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42518",,,,,,,"ZCTA5 42518",0.6081,"ZCTA5 42518",0.1249
"G42519","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42519",,,,,,,"ZCTA5 42519",0.4931,"ZCTA5 42519",0.0439
"G42528","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42528",,,,,,,"ZCTA5 42528",0.4864,"ZCTA5 42528",0.0861
"G42533","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42533",,,,,,,"ZCTA5 42533",0.5064,"ZCTA5 42533",0.1447
"G42539","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42539",,,,,,,"ZCTA5 42539",0.4489,"ZCTA5 42539",0.0278
"G42541","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42541",,,,,,,"ZCTA5 42541",0.4254,"ZCTA5 42541",0.1114
"G42544","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42544",,,,,,,"ZCTA5 42544",0.4885,"ZCTA5 42544",0.1100
"G42553","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42553",,,,,,,"ZCTA5 42553",0.4553,"ZCTA5 42553",0.0627
"G42565","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42565",,,,,,,"ZCTA5 42565",0.4378,"ZCTA5 42565",0.0695
"G42566","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42566",,,,,,,"ZCTA5 42566",0.4132,"ZCTA5 42566",0.0846
"G42567","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42567",,,,,,,"ZCTA5 42567",0.4806,"ZCTA5 42567",0.0492
"G42602","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42602",,,,,,,"ZCTA5 42602",0.4724,"ZCTA5 42602",0.0334
"G42603","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42603",,,,,,,"ZCTA5 42603",0.3108,"ZCTA5 42603",0.1846
"G42629","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42629",,,,,,,"ZCTA5 42629",0.4575,"ZCTA5 42629",0.0316
"G42631","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42631",,,,,,,"ZCTA5 42631",,"ZCTA5 42631",
"G42633","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42633",,,,,,,"ZCTA5 42633",0.4608,"ZCTA5 42633",0.0251
"G42634","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42634",,,,,,,"ZCTA5 42634",0.5020,"ZCTA5 42634",0.0525
"G42635","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42635",,,,,,,"ZCTA5 42635",0.4570,"ZCTA5 42635",0.0480
"G42638","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42638",,,,,,,"ZCTA5 42638",0.2971,"ZCTA5 42638",0.2835
"G42642","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42642",,,,,,,"ZCTA5 42642",0.4587,"ZCTA5 42642",0.0270
"G42647","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42647",,,,,,,"ZCTA5 42647",0.4582,"ZCTA5 42647",0.0512
"G42649","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42649",,,,,,,"ZCTA5 42649",0.4508,"ZCTA5 42649",0.0765
"G42653","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42653",,,,,,,"ZCTA5 42653",0.4988,"ZCTA5 42653",0.0509
"G42701","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42701",,,,,,,"ZCTA5 42701",0.4402,"ZCTA5 42701",0.0169
"G42712","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42712",,,,,,,"ZCTA5 42712",0.4503,"ZCTA5 42712",0.0772
"G42713","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42713",,,,,,,"ZCTA5 42713",0.3563,"ZCTA5 42713",0.0396
"G42715","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42715",,,,,,,"ZCTA5 42715",0.4048,"ZCTA5 42715",0.0979
"G42716","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42716",,,,,,,"ZCTA5 42716",0.3222,"ZCTA5 42716",0.0585
"G42717","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42717",,,,,,,"ZCTA5 42717",0.4716,"ZCTA5 42717",0.0573
