GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADNKE001,NAME_M,ADNKM001
"G16740","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16740",,,,,,,,"ZCTA5 16740",43125,"ZCTA5 16740",9514
"G16743","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16743",,,,,,,,"ZCTA5 16743",41607,"ZCTA5 16743",5480
"G16744","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16744",,,,,,,,"ZCTA5 16744",58155,"ZCTA5 16744",25532
"G16745","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16745",,,,,,,,"ZCTA5 16745",39886,"ZCTA5 16745",16429
"G16746","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16746",,,,,,,,"ZCTA5 16746",36463,"ZCTA5 16746",1501
"G16748","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16748",,,,,,,,"ZCTA5 16748",34764,"ZCTA5 16748",4754
"G16749","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16749",,,,,,,,"ZCTA5 16749",47458,"ZCTA5 16749",4770
"G16750","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16750",,,,,,,,"ZCTA5 16750",43750,"ZCTA5 16750",13500
"G16801","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16801",,,,,,,,"ZCTA5 16801",43731,"ZCTA5 16801",3363
"G16802","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16802",,,,,,,,"ZCTA5 16802",,"ZCTA5 16802",
"G16803","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16803",,,,,,,,"ZCTA5 16803",53551,"ZCTA5 16803",6601
"G16820","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16820",,,,,,,,"ZCTA5 16820",53000,"ZCTA5 16820",9622
"G16821","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16821",,,,,,,,"ZCTA5 16821",,"ZCTA5 16821",
"G16822","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16822",,,,,,,,"ZCTA5 16822",50000,"ZCTA5 16822",5798
"G16823","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16823",,,,,,,,"ZCTA5 16823",53919,"ZCTA5 16823",3321
"G16825","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16825",,,,,,,,"ZCTA5 16825",48125,"ZCTA5 16825",25987
"G16826","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16826",,,,,,,,"ZCTA5 16826",44141,"ZCTA5 16826",12119
"G16827","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16827",,,,,,,,"ZCTA5 16827",80208,"ZCTA5 16827",18545
"G16828","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16828",,,,,,,,"ZCTA5 16828",60823,"ZCTA5 16828",7770
"G16829","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16829",,,,,,,,"ZCTA5 16829",51042,"ZCTA5 16829",13605
"G16830","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16830",,,,,,,,"ZCTA5 16830",41362,"ZCTA5 16830",2944
"G16832","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16832",,,,,,,,"ZCTA5 16832",58125,"ZCTA5 16832",29464
"G16833","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16833",,,,,,,,"ZCTA5 16833",37470,"ZCTA5 16833",2861
"G16834","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16834",,,,,,,,"ZCTA5 16834",51250,"ZCTA5 16834",3246
"G16835","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16835",,,,,,,,"ZCTA5 16835",39500,"ZCTA5 16835",14658
"G16836","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16836",,,,,,,,"ZCTA5 16836",45625,"ZCTA5 16836",7846
"G16837","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16837",,,,,,,,"ZCTA5 16837",40417,"ZCTA5 16837",37736
"G16838","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16838",,,,,,,,"ZCTA5 16838",47321,"ZCTA5 16838",6315
"G16839","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16839",,,,,,,,"ZCTA5 16839",44239,"ZCTA5 16839",10511
"G16840","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16840",,,,,,,,"ZCTA5 16840",32037,"ZCTA5 16840",19293
"G16841","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16841",,,,,,,,"ZCTA5 16841",48368,"ZCTA5 16841",2770
"G16843","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16843",,,,,,,,"ZCTA5 16843",33167,"ZCTA5 16843",13469
"G16844","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16844",,,,,,,,"ZCTA5 16844",59444,"ZCTA5 16844",4248
"G16845","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16845",,,,,,,,"ZCTA5 16845",50982,"ZCTA5 16845",4439
"G16847","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16847",,,,,,,,"ZCTA5 16847",22143,"ZCTA5 16847",16231
"G16848","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16848",,,,,,,,"ZCTA5 16848",35833,"ZCTA5 16848",19424
"G16849","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16849",,,,,,,,"ZCTA5 16849",57625,"ZCTA5 16849",11651
"G16851","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16851",,,,,,,,"ZCTA5 16851",87284,"ZCTA5 16851",40697
"G16852","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16852",,,,,,,,"ZCTA5 16852",73864,"ZCTA5 16852",35017
"G16853","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16853",,,,,,,,"ZCTA5 16853",39861,"ZCTA5 16853",22794
"G16854","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16854",,,,,,,,"ZCTA5 16854",53333,"ZCTA5 16854",7727
"G16855","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16855",,,,,,,,"ZCTA5 16855",,"ZCTA5 16855",
"G16858","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16858",,,,,,,,"ZCTA5 16858",48080,"ZCTA5 16858",9538
"G16859","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16859",,,,,,,,"ZCTA5 16859",51042,"ZCTA5 16859",9721
"G16860","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16860",,,,,,,,"ZCTA5 16860",,"ZCTA5 16860",
"G16861","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16861",,,,,,,,"ZCTA5 16861",41333,"ZCTA5 16861",5725
"G16863","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16863",,,,,,,,"ZCTA5 16863",40568,"ZCTA5 16863",9055
"G16865","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16865",,,,,,,,"ZCTA5 16865",67902,"ZCTA5 16865",21984
"G16866","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16866",,,,,,,,"ZCTA5 16866",40433,"ZCTA5 16866",3301
"G16868","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16868",,,,,,,,"ZCTA5 16868",83780,"ZCTA5 16868",29152
"G16870","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16870",,,,,,,,"ZCTA5 16870",85285,"ZCTA5 16870",7283
"G16871","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16871",,,,,,,,"ZCTA5 16871",33750,"ZCTA5 16871",9127
"G16872","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16872",,,,,,,,"ZCTA5 16872",49539,"ZCTA5 16872",4431
"G16874","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16874",,,,,,,,"ZCTA5 16874",57740,"ZCTA5 16874",7479
"G16875","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16875",,,,,,,,"ZCTA5 16875",51944,"ZCTA5 16875",6139
"G16876","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16876",,,,,,,,"ZCTA5 16876",42212,"ZCTA5 16876",5885
"G16877","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16877",,,,,,,,"ZCTA5 16877",54865,"ZCTA5 16877",7234
"G16878","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16878",,,,,,,,"ZCTA5 16878",45868,"ZCTA5 16878",6924
"G16879","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16879",,,,,,,,"ZCTA5 16879",54375,"ZCTA5 16879",44826
"G16881","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16881",,,,,,,,"ZCTA5 16881",47470,"ZCTA5 16881",9511
"G16882","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16882",,,,,,,,"ZCTA5 16882",34722,"ZCTA5 16882",14782
"G16901","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16901",,,,,,,,"ZCTA5 16901",49228,"ZCTA5 16901",4318
"G16911","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16911",,,,,,,,"ZCTA5 16911",53125,"ZCTA5 16911",13260
"G16912","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16912",,,,,,,,"ZCTA5 16912",45972,"ZCTA5 16912",7037
"G16914","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16914",,,,,,,,"ZCTA5 16914",55156,"ZCTA5 16914",8086
"G16915","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16915",,,,,,,,"ZCTA5 16915",44707,"ZCTA5 16915",3620
"G16917","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16917",,,,,,,,"ZCTA5 16917",53500,"ZCTA5 16917",7905
"G16920","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16920",,,,,,,,"ZCTA5 16920",38375,"ZCTA5 16920",4872
"G16921","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16921",,,,,,,,"ZCTA5 16921",42159,"ZCTA5 16921",10152
"G16922","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16922",,,,,,,,"ZCTA5 16922",40909,"ZCTA5 16922",3989
"G16923","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16923",,,,,,,,"ZCTA5 16923",47708,"ZCTA5 16923",6763
"G16925","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16925",,,,,,,,"ZCTA5 16925",50938,"ZCTA5 16925",5429
"G16926","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16926",,,,,,,,"ZCTA5 16926",49167,"ZCTA5 16926",10148
"G16927","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16927",,,,,,,,"ZCTA5 16927",38833,"ZCTA5 16927",6785
"G16928","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16928",,,,,,,,"ZCTA5 16928",47321,"ZCTA5 16928",8652
"G16929","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16929",,,,,,,,"ZCTA5 16929",47885,"ZCTA5 16929",5866
"G16930","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16930",,,,,,,,"ZCTA5 16930",43125,"ZCTA5 16930",7059
"G16932","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16932",,,,,,,,"ZCTA5 16932",47163,"ZCTA5 16932",7967
"G16933","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16933",,,,,,,,"ZCTA5 16933",46438,"ZCTA5 16933",3785
"G16935","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16935",,,,,,,,"ZCTA5 16935",55766,"ZCTA5 16935",3452
"G16936","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16936",,,,,,,,"ZCTA5 16936",53462,"ZCTA5 16936",4694
"G16937","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16937",,,,,,,,"ZCTA5 16937",32250,"ZCTA5 16937",12071
"G16938","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16938",,,,,,,,"ZCTA5 16938",52721,"ZCTA5 16938",6760
"G16939","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16939",,,,,,,,"ZCTA5 16939",31339,"ZCTA5 16939",11393
"G16940","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16940",,,,,,,,"ZCTA5 16940",33250,"ZCTA5 16940",9904
"G16941","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16941",,,,,,,,"ZCTA5 16941",34219,"ZCTA5 16941",12927
"G16942","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16942",,,,,,,,"ZCTA5 16942",50000,"ZCTA5 16942",5454
"G16943","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16943",,,,,,,,"ZCTA5 16943",39063,"ZCTA5 16943",11232
"G16946","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16946",,,,,,,,"ZCTA5 16946",41940,"ZCTA5 16946",5802
"G16947","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16947",,,,,,,,"ZCTA5 16947",54279,"ZCTA5 16947",5604
"G16948","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16948",,,,,,,,"ZCTA5 16948",38750,"ZCTA5 16948",2948
"G16950","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"16950",,,,,,,,"ZCTA5 16950",38095,"ZCTA5 16950",4835
"G17002","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17002",,,,,,,,"ZCTA5 17002",38947,"ZCTA5 17002",6143
"G17003","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17003",,,,,,,,"ZCTA5 17003",57394,"ZCTA5 17003",4328
"G17004","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17004",,,,,,,,"ZCTA5 17004",41042,"ZCTA5 17004",3572
"G17005","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17005",,,,,,,,"ZCTA5 17005",51827,"ZCTA5 17005",5412
"G17006","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17006",,,,,,,,"ZCTA5 17006",39653,"ZCTA5 17006",3994
"G17007","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17007",,,,,,,,"ZCTA5 17007",84600,"ZCTA5 17007",13485
"G17009","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17009",,,,,,,,"ZCTA5 17009",43590,"ZCTA5 17009",1861
"G17010","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17010",,,,,,,,"ZCTA5 17010",,"ZCTA5 17010",
"G17011","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17011",,,,,,,,"ZCTA5 17011",63415,"ZCTA5 17011",2872
"G17013","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17013",,,,,,,,"ZCTA5 17013",54556,"ZCTA5 17013",2944
"G17015","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17015",,,,,,,,"ZCTA5 17015",73787,"ZCTA5 17015",3876
"G17016","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17016",,,,,,,,"ZCTA5 17016",59063,"ZCTA5 17016",18693
"G17017","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17017",,,,,,,,"ZCTA5 17017",55000,"ZCTA5 17017",11494
"G17018","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17018",,,,,,,,"ZCTA5 17018",69137,"ZCTA5 17018",8323
"G17019","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17019",,,,,,,,"ZCTA5 17019",64410,"ZCTA5 17019",3825
"G17020","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17020",,,,,,,,"ZCTA5 17020",59549,"ZCTA5 17020",3338
"G17021","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17021",,,,,,,,"ZCTA5 17021",35139,"ZCTA5 17021",4782
"G17022","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17022",,,,,,,,"ZCTA5 17022",59463,"ZCTA5 17022",3425
"G17023","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17023",,,,,,,,"ZCTA5 17023",48819,"ZCTA5 17023",9529
"G17024","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17024",,,,,,,,"ZCTA5 17024",63750,"ZCTA5 17024",10813
"G17025","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17025",,,,,,,,"ZCTA5 17025",65097,"ZCTA5 17025",3296
"G17026","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17026",,,,,,,,"ZCTA5 17026",59564,"ZCTA5 17026",7974
"G17027","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17027",,,,,,,,"ZCTA5 17027",65673,"ZCTA5 17027",15670
"G17028","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17028",,,,,,,,"ZCTA5 17028",56932,"ZCTA5 17028",14024
"G17029","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17029",,,,,,,,"ZCTA5 17029",45083,"ZCTA5 17029",14263
"G17030","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17030",,,,,,,,"ZCTA5 17030",45694,"ZCTA5 17030",7405
"G17032","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17032",,,,,,,,"ZCTA5 17032",55844,"ZCTA5 17032",5116
"G17033","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17033",,,,,,,,"ZCTA5 17033",58494,"ZCTA5 17033",6599
"G17034","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17034",,,,,,,,"ZCTA5 17034",40897,"ZCTA5 17034",3322
"G17035","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17035",,,,,,,,"ZCTA5 17035",43438,"ZCTA5 17035",10419
"G17036","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17036",,,,,,,,"ZCTA5 17036",71290,"ZCTA5 17036",3193
"G17037","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17037",,,,,,,,"ZCTA5 17037",58281,"ZCTA5 17037",7014
"G17038","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17038",,,,,,,,"ZCTA5 17038",64555,"ZCTA5 17038",4550
"G17039","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17039",,,,,,,,"ZCTA5 17039",,"ZCTA5 17039",
"G17040","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17040",,,,,,,,"ZCTA5 17040",61593,"ZCTA5 17040",2463
"G17041","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17041",,,,,,,,"ZCTA5 17041",33393,"ZCTA5 17041",14867
"G17042","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17042",,,,,,,,"ZCTA5 17042",57479,"ZCTA5 17042",3949
"G17043","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17043",,,,,,,,"ZCTA5 17043",42920,"ZCTA5 17043",4920
"G17044","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17044",,,,,,,,"ZCTA5 17044",36901,"ZCTA5 17044",2020
"G17045","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17045",,,,,,,,"ZCTA5 17045",54250,"ZCTA5 17045",4349
"G17046","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17046",,,,,,,,"ZCTA5 17046",44343,"ZCTA5 17046",2364
"G17047","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17047",,,,,,,,"ZCTA5 17047",46324,"ZCTA5 17047",5667
"G17048","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17048",,,,,,,,"ZCTA5 17048",45982,"ZCTA5 17048",4898
"G17049","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17049",,,,,,,,"ZCTA5 17049",45887,"ZCTA5 17049",8406
"G17050","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17050",,,,,,,,"ZCTA5 17050",80523,"ZCTA5 17050",4484
"G17051","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17051",,,,,,,,"ZCTA5 17051",45431,"ZCTA5 17051",4471
"G17052","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17052",,,,,,,,"ZCTA5 17052",47109,"ZCTA5 17052",8525
"G17053","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17053",,,,,,,,"ZCTA5 17053",63210,"ZCTA5 17053",4345
"G17055","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17055",,,,,,,,"ZCTA5 17055",61806,"ZCTA5 17055",2229
"G17056","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17056",,,,,,,,"ZCTA5 17056",47596,"ZCTA5 17056",7792
"G17057","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17057",,,,,,,,"ZCTA5 17057",52163,"ZCTA5 17057",2448
"G17058","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17058",,,,,,,,"ZCTA5 17058",42500,"ZCTA5 17058",4587
"G17059","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17059",,,,,,,,"ZCTA5 17059",51658,"ZCTA5 17059",4993
"G17060","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17060",,,,,,,,"ZCTA5 17060",35333,"ZCTA5 17060",5835
"G17061","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17061",,,,,,,,"ZCTA5 17061",50924,"ZCTA5 17061",4233
"G17062","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17062",,,,,,,,"ZCTA5 17062",58333,"ZCTA5 17062",4129
"G17063","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17063",,,,,,,,"ZCTA5 17063",48708,"ZCTA5 17063",8711
"G17064","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17064",,,,,,,,"ZCTA5 17064",81250,"ZCTA5 17064",29050
"G17065","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17065",,,,,,,,"ZCTA5 17065",53056,"ZCTA5 17065",8543
"G17066","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17066",,,,,,,,"ZCTA5 17066",31447,"ZCTA5 17066",3162
"G17067","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17067",,,,,,,,"ZCTA5 17067",52671,"ZCTA5 17067",5053
"G17068","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17068",,,,,,,,"ZCTA5 17068",58255,"ZCTA5 17068",5126
"G17069","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17069",,,,,,,,"ZCTA5 17069",47917,"ZCTA5 17069",23334
"G17070","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17070",,,,,,,,"ZCTA5 17070",58305,"ZCTA5 17070",4341
"G17071","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17071",,,,,,,,"ZCTA5 17071",32188,"ZCTA5 17071",12686
"G17072","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17072",,,,,,,,"ZCTA5 17072",,"ZCTA5 17072",
"G17073","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17073",,,,,,,,"ZCTA5 17073",62395,"ZCTA5 17073",3534
"G17074","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17074",,,,,,,,"ZCTA5 17074",54478,"ZCTA5 17074",2538
"G17075","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17075",,,,,,,,"ZCTA5 17075",21806,"ZCTA5 17075",4603
"G17076","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17076",,,,,,,,"ZCTA5 17076",,"ZCTA5 17076",
"G17077","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17077",,,,,,,,"ZCTA5 17077",,"ZCTA5 17077",
"G17078","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17078",,,,,,,,"ZCTA5 17078",59891,"ZCTA5 17078",2571
"G17080","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17080",,,,,,,,"ZCTA5 17080",54444,"ZCTA5 17080",18100
"G17081","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17081",,,,,,,,"ZCTA5 17081",27721,"ZCTA5 17081",11312
"G17082","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17082",,,,,,,,"ZCTA5 17082",47212,"ZCTA5 17082",2918
"G17083","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17083",,,,,,,,"ZCTA5 17083",,"ZCTA5 17083",
"G17084","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17084",,,,,,,,"ZCTA5 17084",45000,"ZCTA5 17084",5883
"G17086","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17086",,,,,,,,"ZCTA5 17086",46217,"ZCTA5 17086",4386
"G17087","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17087",,,,,,,,"ZCTA5 17087",56964,"ZCTA5 17087",3674
"G17088","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17088",,,,,,,,"ZCTA5 17088",69954,"ZCTA5 17088",7345
"G17090","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17090",,,,,,,,"ZCTA5 17090",55100,"ZCTA5 17090",8955
"G17093","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17093",,,,,,,,"ZCTA5 17093",57120,"ZCTA5 17093",22331
"G17094","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17094",,,,,,,,"ZCTA5 17094",51667,"ZCTA5 17094",6247
"G17097","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17097",,,,,,,,"ZCTA5 17097",37125,"ZCTA5 17097",11435
"G17098","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17098",,,,,,,,"ZCTA5 17098",45733,"ZCTA5 17098",5235
"G17099","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17099",,,,,,,,"ZCTA5 17099",49643,"ZCTA5 17099",13179
"G17101","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17101",,,,,,,,"ZCTA5 17101",28615,"ZCTA5 17101",8625
"G17102","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17102",,,,,,,,"ZCTA5 17102",36443,"ZCTA5 17102",2508
"G17103","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17103",,,,,,,,"ZCTA5 17103",33438,"ZCTA5 17103",3493
"G17104","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17104",,,,,,,,"ZCTA5 17104",30807,"ZCTA5 17104",2880
"G17109","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17109",,,,,,,,"ZCTA5 17109",49341,"ZCTA5 17109",3141
"G17110","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17110",,,,,,,,"ZCTA5 17110",56295,"ZCTA5 17110",3109
"G17111","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17111",,,,,,,,"ZCTA5 17111",65864,"ZCTA5 17111",3141
"G17112","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"17112",,,,,,,,"ZCTA5 17112",75735,"ZCTA5 17112",2793
